Identifier,ST,Pool,Quarter,Year,Period,Units,Scripts,Total Amount,Market Share,PDL Status
0,HI,Independent,1,2020,20201.00,100,96,59261.49,0.608888889,0
0,HI,Independent,1,2020,20201.00,100,57,38885.29,0.253333333,0
0,HI,Independent,1,2020,20201.00,34,31,14392.93,0.137777778,0
0,IA,SSDC,1,2020,20201.00,206,206,119245.71,0.503373819,0
1,IA,SSDC,1,2020,20201.00,0,0,0,0.503373819,0
0,IA,SSDC,1,2020,20201.00,171,167,98068.73,0.503373819,0
1,IA,SSDC,1,2020,20201.00,0,0,0,0.503373819,0
0,IA,SSDC,1,2020,20201.00,153,92,59831.93,0.124156545,0
1,IA,SSDC,1,2020,20201.00,0,0,0,0.124156545,0
0,IA,SSDC,1,2020,20201.00,267,256,155282.69,0.372469636,0
1,IA,SSDC,1,2020,20201.00,0,0,0,0.372469636,0
0,IA,SSDC,1,2020,20201.00,22,20,12715.7,0.372469636,0
1,ID,TOP$,1,2020,20201.00,63,63,36912.97,0.154398564,0
1,ID,TOP$,1,2020,20201.00,23,23,13470.37,0.154398564,0
1,ID,TOP$,1,2020,20201.00,129,84,49947.69,0.150807899,0
1,ID,TOP$,1,2020,20201.00,375,326,218591.55,0.694793537,1
1,ID,TOP$,1,2020,20201.00,74,61,43099.92,0.694793537,1
1,ID,TOP$,1,2020,20201.00,0,0,0,0.694793537,1
1,IL,Independent,1,2020,20201.00,22,22,13503.07,0.65,1
0,IL,Independent,1,2020,20201.00,207,205,133926.39,0.65,1
1,IL,Independent,1,2020,20201.00,29,29,17561.82,0.65,1
0,IL,Independent,1,2020,20201.00,426,420,267909.61,0.65,1
1,IL,Independent,1,2020,20201.00,0,0,0,0.107692308,0
0,IL,Independent,1,2020,20201.00,171,112,70090,0.107692308,0
1,IL,Independent,1,2020,20201.00,0,0,0,0.242307692,1
0,IL,Independent,1,2020,20201.00,274,233,173317.59,0.242307692,1
1,IL,Independent,1,2020,20201.00,0,0,0,0.242307692,1
0,IL,Independent,1,2020,20201.00,0,0,0,0.242307692,1
0,IL,Independent,1,2020,20201.00,21,19,15704.26,0.242307692,1
0,IN,Independent,1,2020,20201.00,1028,999,591205.16,0.519302949,1
1,IN,Independent,1,2020,20201.00,45,45,25770.8,0.519302949,1
1,IN,Independent,1,2020,20201.00,52,47,30229.74,0.519302949,1
0,IN,Independent,1,2020,20201.00,880,846,505481.52,0.519302949,1
1,IN,Independent,1,2020,20201.00,0,0,0,0.109651475,0
0,IN,Independent,1,2020,20201.00,637.5,409,244657.47,0.109651475,0
1,IN,Independent,1,2020,20201.00,50,46,28817.91,0.371045576,1
0,IN,Independent,1,2020,20201.00,1280,1212,731311.78,0.371045576,1
1,IN,Independent,1,2020,20201.00,19,16,10259.85,0.371045576,1
0,IN,Independent,1,2020,20201.00,124,110,70903.64,0.371045576,1
0,KS,Independent,1,2020,20201.00,114,114,66808.96,0.674193548,1
0,KS,Independent,1,2020,20201.00,99,95,58008.42,0.674193548,1
0,KS,Independent,1,2020,20201.00,72,48,27873.84,0.15483871,0
0,KS,Independent,1,2020,20201.00,58,53,32462.51,0.170967742,0
0,KS,Independent,1,2020,20201.00,0,0,0,0.170967742,0
1,KY,NMPI,1,2020,20201.00,0,0,0,0.48376015,0
0,KY,NMPI,1,2020,20201.00,913,908,550117.87,0.48376015,0
0,KY,NMPI,1,2020,20201.00,666,641,397880.16,0.48376015,0
1,KY,NMPI,1,2020,20201.00,0,0,0,0.48376015,0
0,KY,NMPI,1,2020,20201.00,844.5,557,333592.86,0.173953779,0
1,KY,NMPI,1,2020,20201.00,0,0,0,0.173953779,0
0,KY,NMPI,1,2020,20201.00,16,13,9528.39,0.342286071,1
1,KY,NMPI,1,2020,20201.00,22,20,12571.07,0.342286071,1
0,KY,NMPI,1,2020,20201.00,1013,963,600074.67,0.342286071,1
0,KY,NMPI,1,2020,20201.00,0,0,0,0.342286071,1
1,KY,NMPI,1,2020,20201.00,0,0,0,0.342286071,1
0,KY,NMPI,1,2020,20201.00,104,100,61569.42,0.342286071,1
0,LA,TOP$,1,2020,20201.00,351,351,201540.73,0.339114833,0
1,LA,TOP$,1,2020,20201.00,0,0,0,0.339114833,0
1,LA,TOP$,1,2020,20201.00,0,0,0,0.339114833,0
0,LA,TOP$,1,2020,20201.00,219,216,129880.81,0.339114833,0
0,LA,TOP$,1,2020,20201.00,166,154,90159.73,0.092105263,0
0,LA,TOP$,1,2020,20201.00,0,0,0,0.568779904,1
1,LA,TOP$,1,2020,20201.00,0,0,0,0.568779904,1
0,LA,TOP$,1,2020,20201.00,950,887,559922.27,0.568779904,1
1,LA,TOP$,1,2020,20201.00,0,0,0,0.568779904,1
0,LA,TOP$,1,2020,20201.00,71,64,42022.56,0.568779904,1
1,MA,Independent,1,2020,20201.00,174,173,99781.82,0.801482702,0
0,MA,Independent,1,2020,20201.00,236,236,141450.26,0.801482702,0
1,MA,Independent,1,2020,20201.00,260,254,148687.35,0.801482702,0
0,MA,Independent,1,2020,20201.00,317,310,186985.05,0.801482702,0
0,MA,Independent,1,2020,20201.00,72,48,28290.38,0.059308072,0
1,MA,Independent,1,2020,20201.00,36,24,13376.59,0.059308072,0
0,MA,Independent,1,2020,20201.00,151,132,89002.56,0.139209226,0
1,MA,Independent,1,2020,20201.00,43,37,24449.67,0.139209226,0
0,MA,Independent,1,2020,20201.00,0,0,0,0.139209226,0
1,MA,Independent,1,2020,20201.00,0,0,0,0.139209226,0
1,MA,Independent,1,2020,20201.00,0,0,0,0.139209226,0
0,MD,TOP$,1,2020,20201.00,249,249,143402,0.451086957,0
1,MD,TOP$,1,2020,20201.00,0,0,0,0.451086957,0
0,MD,TOP$,1,2020,20201.00,274,249,159708.6,0.451086957,0
1,MD,TOP$,1,2020,20201.00,0,0,0,0.288949275,0
0,MD,TOP$,1,2020,20201.00,501,319,191660.36,0.288949275,0
0,MD,TOP$,1,2020,20201.00,276,266,151687.33,0.259963768,1
0,MD,TOP$,1,2020,20201.00,21,21,11922.47,0.259963768,1
1,MD,TOP$,1,2020,20201.00,0,0,0,0.259963768,1
1,ME,SSDC,1,2020,20201.00,186,182,107217.87,0.567669173,0
1,ME,SSDC,1,2020,20201.00,123,120,71096.68,0.567669173,0
1,ME,SSDC,1,2020,20201.00,67.5,45,25784.83,0.084586466,0
1,ME,SSDC,1,2020,20201.00,179,157,102661.5,0.347744361,0
1,ME,SSDC,1,2020,20201.00,37,28,21149.9,0.347744361,0
0,MI,NMPI,1,2020,20201.00,638,638,370325.21,0.839820359,0
1,MI,NMPI,1,2020,20201.00,62,62,26195.88,0.839820359,0
0,MI,NMPI,1,2020,20201.00,898,893,520793.49,0.839820359,0
1,MI,NMPI,1,2020,20201.00,93,90,29270.42,0.839820359,0
1,MI,NMPI,1,2020,20201.00,0,0,0,0.032934132,0
0,MI,NMPI,1,2020,20201.00,99,66,38615.41,0.032934132,0
1,MI,NMPI,1,2020,20201.00,56,54,29676.8,0.127245509,1
0,MI,NMPI,1,2020,20201.00,196,182,114319.88,0.127245509,1
0,MI,NMPI,1,2020,20201.00,20,19,11869.7,0.127245509,1
1,MN,NMPI,1,2020,20201.00,0,0,0,0.243579767,0
0,MN,NMPI,1,2020,20201.00,167,167,100154.44,0.243579767,0
0,MN,NMPI,1,2020,20201.00,160,146,95474.3,0.243579767,0
1,MN,NMPI,1,2020,20201.00,0,0,0,0.243579767,0
0,MN,NMPI,1,2020,20201.00,198,124,77960.12,0.096498054,0
1,MN,NMPI,1,2020,20201.00,0,0,0,0.096498054,0
0,MN,NMPI,1,2020,20201.00,0,0,0,0.659922179,1
0,MN,NMPI,1,2020,20201.00,825,730,496537.66,0.659922179,1
1,MN,NMPI,1,2020,20201.00,60,55,35263.49,0.659922179,1
1,MN,NMPI,1,2020,20201.00,0,0,0,0.659922179,1
0,MN,NMPI,1,2020,20201.00,69,63,42108.38,0.659922179,1
1,MN,NMPI,1,2020,20201.00,0,0,0,0.659922179,1
1,MO,Independent,1,2020,20201.00,473,473,274409.47,0.785986291,1
1,MO,Independent,1,2020,20201.00,589,559,338932.48,0.785986291,1
1,MO,Independent,1,2020,20201.00,0,0,0,0,0
1,MO,Independent,1,2020,20201.00,259,245,148973.23,0.214013709,1
1,MO,Independent,1,2020,20201.00,37,36,21254.06,0.214013709,1
0,MS,SSDC,1,2020,20201.00,73,71,42765.64,0.465277778,0
1,MS,SSDC,1,2020,20201.00,17,17,9942.43,0.465277778,0
0,MS,SSDC,1,2020,20201.00,49,46,28736.28,0.465277778,0
1,MS,SSDC,1,2020,20201.00,0,0,0,0.465277778,0
0,MS,SSDC,1,2020,20201.00,79.5,51,30596.22,0.177083333,0
1,MS,SSDC,1,2020,20201.00,0,0,0,0.357638889,0
0,MS,SSDC,1,2020,20201.00,104,103,60689.13,0.357638889,0
0,MS,SSDC,1,2020,20201.00,0,0,0,0.357638889,0
0,MS,SSDC,1,2020,20201.00,0,0,0,0.357638889,0
0,MS,SSDC,1,2020,20201.00,0,0,0,0.357638889,0
1,MT,NMPI,1,2020,20201.00,20,20,11807.3,0.125348189,0
1,MT,NMPI,1,2020,20201.00,28,25,16408.78,0.125348189,0
1,MT,NMPI,1,2020,20201.00,37.5,25,14190.07,0.069637883,1
1,MT,NMPI,1,2020,20201.00,287,263,167507.95,0.805013928,1
1,MT,NMPI,1,2020,20201.00,0,0,0,0.805013928,1
1,MT,NMPI,1,2020,20201.00,28,26,16512.38,0.805013928,1
1,NC,NMPI,1,2020,20201.00,736,732,418739.05,0.628126475,1
1,NC,NMPI,1,2020,20201.00,629,599,358584.16,0.628126475,1
1,NC,NMPI,1,2020,20201.00,294,189,109853.09,0.089193016,0
1,NC,NMPI,1,2020,20201.00,576,532,323545.99,0.28268051,1
1,NC,NMPI,1,2020,20201.00,0,0,0,0.28268051,1
1,NC,NMPI,1,2020,20201.00,0,0,0,0.28268051,1
1,NC,NMPI,1,2020,20201.00,73,67,40970.96,0.28268051,1
1,ND,SSDC,1,2020,20201.00,22,22,12877.88,0.327102804,0
1,ND,SSDC,1,2020,20201.00,13,13,7590.73,0.327102804,0
1,ND,SSDC,1,2020,20201.00,76,72,44079.13,0.672897196,1
1,ND,SSDC,1,2020,20201.00,0,0,0,0.672897196,1
0,NE,TOP$,1,2020,20201.00,52,52,28607.43,0.411392405,0
0,NE,TOP$,1,2020,20201.00,81,78,47815.93,0.411392405,0
1,NE,TOP$,1,2020,20201.00,0,0,0,0,0
0,NE,TOP$,1,2020,20201.00,0,0,0,0,0
0,NE,TOP$,1,2020,20201.00,168,153,96187.95,0.588607595,1
0,NE,TOP$,1,2020,20201.00,35,33,20807.32,0.588607595,1
0,NH,NMPI,1,2020,20201.00,133,133,77095.84,0.399103139,0
0,NH,NMPI,1,2020,20201.00,47,45,26035.77,0.399103139,0
0,NH,NMPI,1,2020,20201.00,114,74,44935.19,0.165919283,1
0,NH,NMPI,1,2020,20201.00,221,194,124607.61,0.434977578,1
0,NH,NMPI,1,2020,20201.00,0,0,0,0.434977578,1
0,NH,NMPI,1,2020,20201.00,0,0,0,0.434977578,1
1,NJ,Independent,1,2020,20201.00,0,0,0,0.662686567,0
0,NJ,Independent,1,2020,20201.00,207,203,116045.7,0.662686567,0
0,NJ,Independent,1,2020,20201.00,242.01,241,133768.33,0.662686567,0
1,NJ,Independent,1,2020,20201.00,0,0,0,0.662686567,0
0,NJ,Independent,1,2020,20201.00,108,64,40289.42,0.095522388,0
1,NJ,Independent,1,2020,20201.00,0,0,0,0.241791045,0
0,NJ,Independent,1,2020,20201.00,148,145,85756.2,0.241791045,0
0,NJ,Independent,1,2020,20201.00,0,0,0,0.241791045,0
0,NJ,Independent,1,2020,20201.00,19,17,10561.47,0.241791045,0
1,NM,Independent,1,2020,20201.00,0,0,0,1,0
1,NM,Independent,1,2020,20201.00,15,15,8747.95,1,0
1,NM,Independent,1,2020,20201.00,0,0,0,0,0
1,NV,NMPI,1,2020,20201.00,70,68,39486.31,0.554112554,1
0,NV,NMPI,1,2020,20201.00,223,223,104777.75,0.554112554,1
0,NV,NMPI,1,2020,20201.00,132,132,63128.06,0.554112554,1
1,NV,NMPI,1,2020,20201.00,117,89,66787.1,0.554112554,1
0,NV,NMPI,1,2020,20201.00,90,60,19061.63,0.126623377,1
1,NV,NMPI,1,2020,20201.00,103.5,57,39493.17,0.126623377,1
1,NV,NMPI,1,2020,20201.00,62,53,34707.34,0.319264069,0
0,NV,NMPI,1,2020,20201.00,227,219,103261.02,0.319264069,0
0,NV,NMPI,1,2020,20201.00,0,0,0,0.319264069,0
1,NV,NMPI,1,2020,20201.00,0,0,0,0.319264069,0
0,NV,NMPI,1,2020,20201.00,23,23,13693.81,0.319264069,0
0,NY,NMPI,1,2020,20201.00,1318,1310,763821.79,0.607158737,0
1,NY,NMPI,1,2020,20201.00,38,38,21845.39,0.607158737,0
0,NY,NMPI,1,2020,20201.00,1356,1337,786984.97,0.607158737,0
1,NY,NMPI,1,2020,20201.00,46,46,25732.15,0.607158737,0
1,NY,NMPI,1,2020,20201.00,58.5,35,21790.06,0.154513117,0
0,NY,NMPI,1,2020,20201.00,1056.01,660,405472.42,0.154513117,0
0,NY,NMPI,1,2020,20201.00,960,899,553578.41,0.238328146,1
1,NY,NMPI,1,2020,20201.00,61,57,35022.6,0.238328146,1
0,NY,NMPI,1,2020,20201.00,0,0,0,0.238328146,1
1,NY,NMPI,1,2020,20201.00,0,0,0,0.238328146,1
0,NY,NMPI,1,2020,20201.00,120,116,69531.46,0.238328146,1
1,NY,NMPI,1,2020,20201.00,0,0,0,0.238328146,1
1,OH,SSDC,1,2020,20201.00,21,21,12023.9,0.578392945,0
0,OH,SSDC,1,2020,20201.00,1284,1283,747813.66,0.578392945,0
1,OH,SSDC,1,2020,20201.00,30,30,15487.72,0.578392945,0
0,OH,SSDC,1,2020,20201.00,1059,1027,612792.93,0.578392945,0
1,OH,SSDC,1,2020,20201.00,25.5,17,9323.86,0.145516903,0
0,OH,SSDC,1,2020,20201.00,909,577,351294.12,0.145516903,0
1,OH,SSDC,1,2020,20201.00,21,18,11856.33,0.276090152,0
0,OH,SSDC,1,2020,20201.00,1117,1021,647161.37,0.276090152,0
1,OH,SSDC,1,2020,20201.00,0,0,0,0.276090152,0
0,OH,SSDC,1,2020,20201.00,99,88,57465.84,0.276090152,0
1,OK,SSDC,1,2020,20201.00,0,0,0,0,0
1,OK,SSDC,1,2020,20201.00,0,0,0,0,0
1,OK,SSDC,1,2020,20201.00,0,0,0,0,0
1,OK,SSDC,1,2020,20201.00,183,179,105469.09,1,0
1,OK,SSDC,1,2020,20201.00,12,12,6836.88,1,0
0,OR,SSDC,1,2020,20201.00,251,251,146813.36,0.742996346,0
1,OR,SSDC,1,2020,20201.00,0,0,0,0.742996346,0
0,OR,SSDC,1,2020,20201.00,352,346,206010.12,0.742996346,0
1,OR,SSDC,1,2020,20201.00,13,13,7581.42,0.742996346,0
0,OR,SSDC,1,2020,20201.00,88.5,59,34951.47,0.071863581,0
0,OR,SSDC,1,2020,20201.00,145,131,84202.52,0.185140073,0
1,OR,SSDC,1,2020,20201.00,0,0,0,0.185140073,0
0,OR,SSDC,1,2020,20201.00,23,21,13136.27,0.185140073,0
1,OR,SSDC,1,2020,20201.00,0,0,0,0.185140073,0
1,PA,SSDC,1,2020,20201.00,23,21,12820.71,0.379369347,0
0,PA,SSDC,1,2020,20201.00,787,776,454575.6,0.379369347,0
0,PA,SSDC,1,2020,20201.00,781,755,453778.04,0.379369347,0
1,PA,SSDC,1,2020,20201.00,0,0,0,0.379369347,0
1,PA,SSDC,1,2020,20201.00,0,0,0,0.082620386,0
0,PA,SSDC,1,2020,20201.00,531.5,338,203604.11,0.082620386,0
0,PA,SSDC,1,2020,20201.00,2374,1972,1377985.23,0.538010266,1
0,PA,SSDC,1,2020,20201.00,0,0,0,0.538010266,1
1,PA,SSDC,1,2020,20201.00,0,0,0,0.538010266,1
1,PA,SSDC,1,2020,20201.00,0,0,0,0.538010266,1
0,PA,SSDC,1,2020,20201.00,297,229,173079.42,0.538010266,1
0,PA,SSDC,1,2020,20201.00,0,0,0,0.538010266,1
0,RI,NMPI,1,2020,20201.00,42,42,23713.84,0.290598291,0
1,RI,NMPI,1,2020,20201.00,0,0,0,0.290598291,0
0,RI,NMPI,1,2020,20201.00,60,60,34787.64,0.290598291,0
0,RI,NMPI,1,2020,20201.00,153,102,59490.39,0.290598291,0
0,RI,NMPI,1,2020,20201.00,138,126,80565.31,0.418803419,1
0,RI,NMPI,1,2020,20201.00,22,21,12939.31,0.418803419,1
0,SC,NMPI,1,2020,20201.00,116,116,65102.14,0.452173913,0
1,SC,NMPI,1,2020,20201.00,0,0,0,0.452173913,0
1,SC,NMPI,1,2020,20201.00,0,0,0,0.452173913,0
0,SC,NMPI,1,2020,20201.00,146,144,83950.79,0.452173913,0
1,SC,NMPI,1,2020,20201.00,0,0,0,0.130434783,0
0,SC,NMPI,1,2020,20201.00,150,75,42837.57,0.130434783,0
1,SC,NMPI,1,2020,20201.00,0,0,0,0.417391304,1
0,SC,NMPI,1,2020,20201.00,218,211,125309.57,0.417391304,1
0,SC,NMPI,1,2020,20201.00,30,29,17238.29,0.417391304,1
1,SD,SSDC,1,2020,20201.00,23,23,13426.8,0.439252336,0
1,SD,SSDC,1,2020,20201.00,24,24,13892.76,0.439252336,0
1,SD,SSDC,1,2020,20201.00,28.5,19,10945.14,0.177570093,0
1,SD,SSDC,1,2020,20201.00,46,41,26451.37,0.38317757,0
1,TN,Independent,1,2020,20201.00,974,968,564441.59,0.62685402,0
1,TN,Independent,1,2020,20201.00,694,638,401215.06,0.62685402,0
1,TN,Independent,1,2020,20201.00,271.5,173,103631.87,0.067525371,0
1,TN,Independent,1,2020,20201.00,700,689,401709.59,0.305620609,1
1,TN,Independent,1,2020,20201.00,0,0,0,0.305620609,1
1,TN,Independent,1,2020,20201.00,96,94,54808.76,0.305620609,1
1,TX,Independent,1,2020,20201.00,0,0,0,0.291705499,0
0,TX,Independent,1,2020,20201.00,174,172,102491.14,0.291705499,0
0,TX,Independent,1,2020,20201.00,164,141,96388.43,0.291705499,0
1,TX,Independent,1,2020,20201.00,0,0,0,0.291705499,0
0,TX,Independent,1,2020,20201.00,282,178,110203.2,0.165890028,0
1,TX,Independent,1,2020,20201.00,0,0,0,0.165890028,0
0,TX,Independent,1,2020,20201.00,547,511,320522.51,0.542404473,1
1,TX,Independent,1,2020,20201.00,0,0,0,0.542404473,1
0,TX,Independent,1,2020,20201.00,79,71,46196.76,0.542404473,1
0,UT,SSDC,1,2020,20201.00,39,39,21617.93,0.361788618,1
1,UT,SSDC,1,2020,20201.00,24,24,13918.04,0.361788618,1
1,UT,SSDC,1,2020,20201.00,0,0,0,0.361788618,1
0,UT,SSDC,1,2020,20201.00,26,26,15429.4,0.361788618,1
1,UT,SSDC,1,2020,20201.00,0,0,0,0.467479675,0
0,UT,SSDC,1,2020,20201.00,172.5,115,68018.2,0.467479675,0
0,UT,SSDC,1,2020,20201.00,52,42,30688.39,0.170731707,0
1,UT,SSDC,1,2020,20201.00,0,0,0,0.170731707,0
1,UT,SSDC,1,2020,20201.00,0,0,0,0.170731707,0
0,UT,SSDC,1,2020,20201.00,0,0,0,0.170731707,0
1,VA,NMPI,1,2020,20201.00,0,0,0,0.340899538,0
0,VA,NMPI,1,2020,20201.00,383,382,222377.48,0.340899538,0
0,VA,NMPI,1,2020,20201.00,452,429,261200.91,0.340899538,0
1,VA,NMPI,1,2020,20201.00,0,0,0,0.076082388,0
0,VA,NMPI,1,2020,20201.00,291,181,112795.18,0.076082388,0
0,VA,NMPI,1,2020,20201.00,1282,1187,745310.52,0.583018075,1
0,VA,NMPI,1,2020,20201.00,0,0,0,0.583018075,1
1,VA,NMPI,1,2020,20201.00,0,0,0,0.583018075,1
0,VA,NMPI,1,2020,20201.00,0,0,0,0.583018075,1
0,VA,NMPI,1,2020,20201.00,223,200,130331.31,0.583018075,1
1,VT,SSDC,1,2020,20201.00,93,93,52437.45,0.379204893,1
1,VT,SSDC,1,2020,20201.00,31,31,17045.39,0.379204893,1
1,VT,SSDC,1,2020,20201.00,0,0,0,0,0
1,VT,SSDC,1,2020,20201.00,205,189,117686.53,0.620795107,1
1,VT,SSDC,1,2020,20201.00,15,14,8087.84,0.620795107,1
1,WA,TOP$,1,2020,20201.00,0,0,0,0.28462127,0
0,WA,TOP$,1,2020,20201.00,213,213,120185.18,0.28462127,0
1,WA,TOP$,1,2020,20201.00,0,0,0,0.28462127,0
0,WA,TOP$,1,2020,20201.00,161,159,91567.49,0.28462127,0
1,WA,TOP$,1,2020,20201.00,0,0,0,0.094108646,0
0,WA,TOP$,1,2020,20201.00,196.5,123,72475.49,0.094108646,0
1,WA,TOP$,1,2020,20201.00,0,0,0,0.621270084,1
0,WA,TOP$,1,2020,20201.00,818,740,462394.17,0.621270084,1
0,WA,TOP$,1,2020,20201.00,0,0,0,0.621270084,1
1,WA,TOP$,1,2020,20201.00,0,0,0,0.621270084,1
0,WA,TOP$,1,2020,20201.00,83,72,47057.65,0.621270084,1
1,WI,TOP$,1,2020,20201.00,230,230,135348.9,0.256176853,0
1,WI,TOP$,1,2020,20201.00,164,164,96087.9,0.256176853,0
1,WI,TOP$,1,2020,20201.00,108,68,41447.22,0.044213264,0
1,WI,TOP$,1,2020,20201.00,1187,1030,685925.52,0.699609883,1
1,WI,TOP$,1,2020,20201.00,59,46,33775.58,0.699609883,1
1,WV,SSDC,1,2020,20201.00,81,81,46798.97,0.445360825,0
1,WV,SSDC,1,2020,20201.00,136,135,78253.46,0.445360825,0
1,WV,SSDC,1,2020,20201.00,120,80,45483,0.164948454,1
1,WV,SSDC,1,2020,20201.00,204,174,116881.83,0.389690722,1
1,WV,SSDC,1,2020,20201.00,15,15,8491.53,0.389690722,1
1,WY,SSDC,1,2020,20201.00,33,33,19161.17,0.719512195,1
1,WY,SSDC,1,2020,20201.00,27,26,15704.58,0.719512195,1
1,WY,SSDC,1,2020,20201.00,34.5,23,13308.04,0.280487805,0
1,WY,SSDC,1,2020,20201.00,0,0,0,0,1
1,AK,NMPI,2,2020,20202.00,75,74,43400.53,0.775800712,1
1,AK,NMPI,2,2020,20202.00,151,144,87471.87,0.775800712,1
1,AK,NMPI,2,2020,20202.00,97.5,63,38193.93,0.224199288,0
1,AK,NMPI,2,2020,20202.00,0,0,0,0,1
1,AL,Independent,2,2020,20202.00,317,317,190190.64,0.521693122,1
1,AL,Independent,2,2020,20202.00,176,176,104743.18,0.521693122,1
1,AL,Independent,2,2020,20202.00,0,0,0,0.058201058,0
1,AL,Independent,2,2020,20202.00,82.5,55,33061.45,0.058201058,0
1,AL,Independent,2,2020,20202.00,416,380,250226.02,0.42010582,1
1,AL,Independent,2,2020,20202.00,20,17,12097.41,0.42010582,1
0,AR,NMPI,2,2020,20202.00,0,0,0,0.052434457,0
1,AR,NMPI,2,2020,20202.00,14,14,8225.56,0.052434457,0
1,AR,NMPI,2,2020,20202.00,0,0,0,0.052434457,0
0,AR,NMPI,2,2020,20202.00,0,0,0,0.052434457,0
0,AR,NMPI,2,2020,20202.00,0,0,0,0,0
0,AR,NMPI,2,2020,20202.00,0,0,0,0,0
1,AR,NMPI,2,2020,20202.00,0,0,0,0,0
0,AR,NMPI,2,2020,20202.00,54,51,32456.85,0.947565543,1
1,AR,NMPI,2,2020,20202.00,188,174,110928.88,0.947565543,1
0,AR,NMPI,2,2020,20202.00,0,0,0,0.947565543,1
1,AR,NMPI,2,2020,20202.00,31,28,18232.71,0.947565543,1
1,AZ,Independent,2,2020,20202.00,0,0,0,0.587119716,1
0,AZ,Independent,2,2020,20202.00,897,891,528626.47,0.587119716,1
1,AZ,Independent,2,2020,20202.00,0,0,0,0.587119716,1
0,AZ,Independent,2,2020,20202.00,611,595,360193.26,0.587119716,1
0,AZ,Independent,2,2020,20202.00,0,0,0,0.053733702,0
0,AZ,Independent,2,2020,20202.00,214.51,136,83653.22,0.053733702,0
0,AZ,Independent,2,2020,20202.00,782,741,461214.1,0.359146582,1
1,AZ,Independent,2,2020,20202.00,15,13,8687.86,0.359146582,1
0,AZ,Independent,2,2020,20202.00,0,0,0,0.359146582,1
0,AZ,Independent,2,2020,20202.00,0,0,0,0.359146582,1
1,AZ,Independent,2,2020,20202.00,0,0,0,0.359146582,1
0,AZ,Independent,2,2020,20202.00,166,155,97591.52,0.359146582,1
1,CA,Independent,2,2020,20202.00,295,288,176179.46,0.440923495,0
0,CA,Independent,2,2020,20202.00,784,764,452473.84,0.440923495,0
0,CA,Independent,2,2020,20202.00,687,628,392940.96,0.440923495,0
1,CA,Independent,2,2020,20202.00,284,268,163626.34,0.440923495,0
1,CA,Independent,2,2020,20202.00,0,0,0,0.188320507,0
0,CA,Independent,2,2020,20202.00,42,26,16539.84,0.188320507,0
0,CA,Independent,2,2020,20202.00,798.05,515,313563.41,0.188320507,0
1,CA,Independent,2,2020,20202.00,508.5,291,208430.3,0.188320507,0
0,CA,Independent,2,2020,20202.00,0,0,0,0.370755998,0
1,CA,Independent,2,2020,20202.00,390,331,236101.5,0.370755998,0
0,CA,Independent,2,2020,20202.00,1253,1104,529157.93,0.370755998,0
0,CA,Independent,2,2020,20202.00,121,113,65372.73,0.370755998,0
1,CA,Independent,2,2020,20202.00,97,90,58418.59,0.370755998,0
0,CO,Independent,2,2020,20202.00,35,35,20829.21,0.23653088,1
1,CO,Independent,2,2020,20202.00,407,371,241065.32,0.23653088,1
0,CO,Independent,2,2020,20202.00,0,0,0,0.23653088,1
1,CO,Independent,2,2020,20202.00,177,134,104594.39,0.23653088,1
1,CO,Independent,2,2020,20202.00,0,0,0,0.078405607,0
1,CO,Independent,2,2020,20202.00,240,140,96311.78,0.078405607,0
0,CO,Independent,2,2020,20202.00,64.5,39,25836.27,0.078405607,0
1,CO,Independent,2,2020,20202.00,1455,1254,866953.35,0.685063513,1
0,CO,Independent,2,2020,20202.00,136,133,81833.52,0.685063513,1
0,CO,Independent,2,2020,20202.00,0,0,0,0.685063513,1
1,CO,Independent,2,2020,20202.00,211,177,124788.38,0.685063513,1
0,CO,Independent,2,2020,20202.00,0,0,0,0.685063513,1
1,CT,TOP$,2,2020,20202.00,519,487,306914.95,0.410834132,0
1,CT,TOP$,2,2020,20202.00,446,370,263477.46,0.410834132,0
1,CT,TOP$,2,2020,20202.00,0,0,0,0.054170662,0
1,CT,TOP$,2,2020,20202.00,187.5,113,73197.97,0.054170662,0
1,CT,TOP$,2,2020,20202.00,1214,1038,719007.94,0.534995206,1
1,CT,TOP$,2,2020,20202.00,103,78,60683.02,0.534995206,1
1,DC,NMPI,2,2020,20202.00,0,0,0,0,0
0,DC,NMPI,2,2020,20202.00,0,0,0,0,0
1,DC,NMPI,2,2020,20202.00,0,0,0,0,0
0,DC,NMPI,2,2020,20202.00,0,0,0,0,0
0,DC,NMPI,2,2020,20202.00,0,0,0,0,1
1,DC,NMPI,2,2020,20202.00,0,0,0,0,1
0,DC,NMPI,2,2020,20202.00,61,59,35739.27,1,1
1,DC,NMPI,2,2020,20202.00,0,0,0,1,1
0,DC,NMPI,2,2020,20202.00,0,0,0,1,1
0,DE,SSDC,2,2020,20202.00,122,120,4900.37,0.62639821,1
1,DE,SSDC,2,2020,20202.00,0,0,0,0.62639821,1
1,DE,SSDC,2,2020,20202.00,0,0,0,0.62639821,1
0,DE,SSDC,2,2020,20202.00,169,160,4550.71,0.62639821,1
0,DE,SSDC,2,2020,20202.00,0,0,0,0,0
0,DE,SSDC,2,2020,20202.00,0,0,0,0,0
0,DE,SSDC,2,2020,20202.00,151,149,0,0.37360179,0
0,DE,SSDC,2,2020,20202.00,18,18,0,0.37360179,0
1,FL,Independent,2,2020,20202.00,0,0,0,0.13599778,0
