Identifier,ST,Pool,Quarter,Year,Period,Units,Scripts,Total Amount,Market Share,PDL Status
1,KY,NMPI,2,2021,20212.00,0,0,0,0.245215084,1
0,KY,NMPI,2,2021,20212.00,936.01,601,381942,0.245215084,1
1,KY,NMPI,2,2021,20212.00,41,41,25315.1,0.46352094,1
0,KY,NMPI,2,2021,20212.00,14,14,8564.85,0.46352094,1
0,KY,NMPI,2,2021,20212.00,2179,2080,1314600,0.46352094,1
1,KY,NMPI,2,2021,20212.00,11,11,6805.15,0.46352094,1
0,KY,NMPI,2,2021,20212.00,319,300,193711,0.46352094,1
0,KY,NMPI,2,2021,20212.00,0,0,0,0.46352094,1
1,LA,TOP$,2,2021,20212.00,0,0,0,0.190090371,0
0,LA,TOP$,2,2021,20212.00,416,416,255747,0.190090371,0
1,LA,TOP$,2,2021,20212.00,0,0,0,0.190090371,0
0,LA,TOP$,2,2021,20212.00,194,194,119876,0.190090371,0
0,LA,TOP$,2,2021,20212.00,14,14,8838.99,0.311311935,1
0,LA,TOP$,2,2021,20212.00,572,557,354040,0.311311935,1
1,LA,TOP$,2,2021,20212.00,0,0,0,0.311311935,1
0,LA,TOP$,2,2021,20212.00,434,428,269530,0.311311935,1
0,LA,TOP$,2,2021,20212.00,1429,1382,874603,0.498597694,1
1,LA,TOP$,2,2021,20212.00,15,15,9271.75,0.498597694,1
0,LA,TOP$,2,2021,20212.00,211,203,130609,0.498597694,1
1,LA,TOP$,2,2021,20212.00,0,0,0,0.498597694,1
0,MA,Independent,2,2021,20212.00,259,256,162989,0.258612975,0
1,MA,Independent,2,2021,20212.00,89,89,54212.9,0.258612975,0
0,MA,Independent,2,2021,20212.00,162,159,102800,0.258612975,0
1,MA,Independent,2,2021,20212.00,87,74,52764.1,0.258612975,0
0,MA,Independent,2,2021,20212.00,54,24,21847.7,0.596420582,0
1,MA,Independent,2,2021,20212.00,115.5,48,47867.9,0.596420582,0
1,MA,Independent,2,2021,20212.00,735,468,293300,0.596420582,0
0,MA,Independent,2,2021,20212.00,750,487,316040,0.596420582,0
0,MA,Independent,2,2021,20212.00,217.5,143,91164.5,0.596420582,0
1,MA,Independent,2,2021,20212.00,253.5,163,103235,0.596420582,0
1,MA,Independent,2,2021,20212.00,101,91,59874.3,0.144966443,0
0,MA,Independent,2,2021,20212.00,228,220,139929,0.144966443,0
0,MA,Independent,2,2021,20212.00,15,13,9406.53,0.144966443,0
1,MA,Independent,2,2021,20212.00,0,0,0,0.144966443,0
1,MD,TOP$,2,2021,20212.00,0,0,0,0.368555385,0
0,MD,TOP$,2,2021,20212.00,409,407,249596,0.368555385,0
0,MD,TOP$,2,2021,20212.00,327,315,201051,0.368555385,0
1,MD,TOP$,2,2021,20212.00,0,0,0,0.324144972,1
0,MD,TOP$,2,2021,20212.00,22.5,11,9106.3,0.324144972,1
0,MD,TOP$,2,2021,20212.00,481.5,313,196930,0.324144972,1
1,MD,TOP$,2,2021,20212.00,0,0,0,0.324144972,1
0,MD,TOP$,2,2021,20212.00,490.5,311,198922,0.324144972,1
0,MD,TOP$,2,2021,20212.00,549,533,344593,0.307299643,1
0,MD,TOP$,2,2021,20212.00,0,0,0,0.307299643,1
0,MD,TOP$,2,2021,20212.00,70,69,42712.2,0.307299643,1
1,ME,SSDC,2,2021,20212.00,260,258,162739,0.53437877,1
1,ME,SSDC,2,2021,20212.00,187,185,116013,0.53437877,1
1,ME,SSDC,2,2021,20212.00,0,0,0,0.178528347,1
1,ME,SSDC,2,2021,20212.00,150,94,61799.6,0.178528347,1
1,ME,SSDC,2,2021,20212.00,81,54,33387.2,0.178528347,1
1,ME,SSDC,2,2021,20212.00,233,213,142046,0.287092883,0
1,ME,SSDC,2,2021,20212.00,27,25,16669.3,0.287092883,0
1,MI,NMPI,2,2021,20212.00,145,137,81063,0.379734848,1
0,MI,NMPI,2,2021,20212.00,1003.01,982,623697,0.379734848,1
0,MI,NMPI,2,2021,20212.00,809,793,499857,0.379734848,1
1,MI,NMPI,2,2021,20212.00,98,93,58542.9,0.379734848,1
0,MI,NMPI,2,2021,20212.00,0,0,0,0.051893939,0
1,MI,NMPI,2,2021,20212.00,28.5,19,11278.7,0.051893939,0
0,MI,NMPI,2,2021,20212.00,177.02,109,73256.1,0.051893939,0
1,MI,NMPI,2,2021,20212.00,0,0,0,0.051893939,0
0,MI,NMPI,2,2021,20212.00,187.55,122,78384.9,0.051893939,0
1,MI,NMPI,2,2021,20212.00,36,24,13441.4,0.051893939,0
0,MI,NMPI,2,2021,20212.00,2568.03,2454,1583790,0.568371212,1
0,MI,NMPI,2,2021,20212.00,0,0,0,0.568371212,1
1,MI,NMPI,2,2021,20212.00,246,232,144651,0.568371212,1
0,MI,NMPI,2,2021,20212.00,310,290,189982,0.568371212,1
1,MI,NMPI,2,2021,20212.00,27,25,14755.1,0.568371212,1
1,MN,NMPI,2,2021,20212.00,0,0,0,0,0
1,MN,NMPI,2,2021,20212.00,0,0,0,0,0
1,MN,NMPI,2,2021,20212.00,0,0,0,0,1
1,MN,NMPI,2,2021,20212.00,0,0,0,0,1
1,MN,NMPI,2,2021,20212.00,85,75,53315.1,1,1
1,MN,NMPI,2,2021,20212.00,0,0,0,1,1
1,MO,Independent,2,2021,20212.00,402,402,242921,0.345702208,0
1,MO,Independent,2,2021,20212.00,338,334,206190,0.345702208,0
1,MO,Independent,2,2021,20212.00,295.5,191,123308,0.145138563,1
1,MO,Independent,2,2021,20212.00,0,0,0,0.145138563,1
1,MO,Independent,2,2021,20212.00,183,118,76327.2,0.145138563,1
1,MO,Independent,2,2021,20212.00,1032,917,630039,0.50915923,1
1,MO,Independent,2,2021,20212.00,189,167,117160,0.50915923,1
1,MS,SSDC,2,2021,20212.00,20,20,12572.8,0.482332155,1
0,MS,SSDC,2,2021,20212.00,177,177,111269,0.482332155,1
1,MS,SSDC,2,2021,20212.00,0,0,0,0.482332155,1
0,MS,SSDC,2,2021,20212.00,77,76,48366.3,0.482332155,1
1,MS,SSDC,2,2021,20212.00,0,0,0,0.272084806,1
0,MS,SSDC,2,2021,20212.00,123,76,51097.8,0.272084806,1
1,MS,SSDC,2,2021,20212.00,0,0,0,0.272084806,1
0,MS,SSDC,2,2021,20212.00,117,78,48644.7,0.272084806,1
0,MS,SSDC,2,2021,20212.00,0,0,0,0.245583039,0
1,MS,SSDC,2,2021,20212.00,19,19,11678.3,0.245583039,0
0,MS,SSDC,2,2021,20212.00,122,120,75410.6,0.245583039,0
0,MS,SSDC,2,2021,20212.00,0,0,0,0.245583039,0
0,MS,SSDC,2,2021,20212.00,0,0,0,0.245583039,0
1,MT,NMPI,2,2021,20212.00,48,48,30416.6,0.100817439,0
1,MT,NMPI,2,2021,20212.00,29,26,18178.4,0.100817439,0
1,MT,NMPI,2,2021,20212.00,0,0,0,0.175749319,1
1,MT,NMPI,2,2021,20212.00,128.5,79,55151.1,0.175749319,1
1,MT,NMPI,2,2021,20212.00,78,50,32550.1,0.175749319,1
1,MT,NMPI,2,2021,20212.00,526,501,326085,0.723433243,1
1,MT,NMPI,2,2021,20212.00,34,30,21141.4,0.723433243,1
1,NC,NMPI,2,2021,20212.00,1869,1764,1155530,0.599477579,1
1,NC,NMPI,2,2021,20212.00,1086,990,670207,0.599477579,1
1,NC,NMPI,2,2021,20212.00,336,204,137405,0.086634741,0
1,NC,NMPI,2,2021,20212.00,0,0,0,0.086634741,0
1,NC,NMPI,2,2021,20212.00,318,194,129896,0.086634741,0
1,NC,NMPI,2,2021,20212.00,0,0,0,0.31388768,1
1,NC,NMPI,2,2021,20212.00,1426,1272,866610,0.31388768,1
1,NC,NMPI,2,2021,20212.00,185,170,112692,0.31388768,1
1,ND,SSDC,2,2021,20212.00,18,18,11327.8,0.182320442,0
1,ND,SSDC,2,2021,20212.00,15,15,9393.95,0.182320442,0
1,ND,SSDC,2,2021,20212.00,0,0,0,0.060773481,1
1,ND,SSDC,2,2021,20212.00,16.5,11,6873.02,0.060773481,1
1,ND,SSDC,2,2021,20212.00,129,120,79470.7,0.756906077,1
1,ND,SSDC,2,2021,20212.00,17,17,10548,0.756906077,1
0,NE,TOP$,2,2021,20212.00,111,111,68329.3,0.25,0
0,NE,TOP$,2,2021,20212.00,74,71,45721.2,0.25,0
0,NE,TOP$,2,2021,20212.00,0,0,0,0.131868132,1
0,NE,TOP$,2,2021,20212.00,49,49,30052.5,0.131868132,1
0,NE,TOP$,2,2021,20212.00,50,47,30182.3,0.131868132,1
0,NE,TOP$,2,2021,20212.00,378,364,227495,0.618131868,1
0,NE,TOP$,2,2021,20212.00,0,0,0,0.618131868,1
0,NE,TOP$,2,2021,20212.00,0,0,0,0.618131868,1
0,NE,TOP$,2,2021,20212.00,90,86,56019.6,0.618131868,1
0,NH,NMPI,2,2021,20212.00,114,114,69692.8,0.270633397,0
0,NH,NMPI,2,2021,20212.00,29,27,16902.7,0.270633397,0
0,NH,NMPI,2,2021,20212.00,102,66,42992.6,0.211132438,1
0,NH,NMPI,2,2021,20212.00,66,44,27167.1,0.211132438,1
0,NH,NMPI,2,2021,20212.00,268,246,158850,0.518234165,1
0,NH,NMPI,2,2021,20212.00,26,24,16331.2,0.518234165,1
0,NJ,Independent,2,2021,20212.00,544,530,336073,0.635852592,0
0,NJ,Independent,2,2021,20212.00,499,488,307240,0.635852592,0
1,NJ,Independent,2,2021,20212.00,0,0,0,0.635852592,0
0,NJ,Independent,2,2021,20212.00,0,0,0,0.109306683,0
0,NJ,Independent,2,2021,20212.00,160.5,103,64923.3,0.109306683,0
0,NJ,Independent,2,2021,20212.00,114,72,42346.9,0.109306683,0
0,NJ,Independent,2,2021,20212.00,354,346,213096,0.254840725,0
0,NJ,Independent,2,2021,20212.00,63,62,37997.3,0.254840725,0
1,NM,Independent,2,2021,20212.00,0,0,0,0.585365854,0
0,NM,Independent,2,2021,20212.00,129,127,78212.3,0.585365854,0
1,NM,Independent,2,2021,20212.00,0,0,0,0.585365854,0
0,NM,Independent,2,2021,20212.00,113,113,69358.3,0.585365854,0
1,NM,Independent,2,2021,20212.00,0,0,0,0.151219512,0
0,NM,Independent,2,2021,20212.00,61.5,41,26675.3,0.151219512,0
0,NM,Independent,2,2021,20212.00,34.5,21,14834.7,0.151219512,0
1,NM,Independent,2,2021,20212.00,0,0,0,0.263414634,0
0,NM,Independent,2,2021,20212.00,96,94,60495.7,0.263414634,0
1,NM,Independent,2,2021,20212.00,0,0,0,0.263414634,0
0,NM,Independent,2,2021,20212.00,14,14,8606.94,0.263414634,0
0,NV,NMPI,2,2021,20212.00,339,339,214371,0.497318008,0
1,NV,NMPI,2,2021,20212.00,128,120,80241.2,0.497318008,0
0,NV,NMPI,2,2021,20212.00,125,125,78619.1,0.497318008,0
1,NV,NMPI,2,2021,20212.00,81,65,50637.4,0.497318008,0
0,NV,NMPI,2,2021,20212.00,39,26,16283.8,0.144061303,1
1,NV,NMPI,2,2021,20212.00,82.5,47,34175.4,0.144061303,1
1,NV,NMPI,2,2021,20212.00,0,0,0,0.144061303,1
0,NV,NMPI,2,2021,20212.00,85.5,55,32835.4,0.144061303,1
1,NV,NMPI,2,2021,20212.00,111,60,45924.8,0.144061303,1
0,NV,NMPI,2,2021,20212.00,0,0,0,0.35862069,1
0,NV,NMPI,2,2021,20212.00,297,289,184735,0.35862069,1
1,NV,NMPI,2,2021,20212.00,153,134,95402.3,0.35862069,1
0,NV,NMPI,2,2021,20212.00,45,45,28277.1,0.35862069,1
1,NV,NMPI,2,2021,20212.00,0,0,0,0.35862069,1
0,NY,NMPI,2,2021,20212.00,2565,2543,1574510,0.544892002,0
1,NY,NMPI,2,2021,20212.00,64,64,38810.7,0.544892002,0
0,NY,NMPI,2,2021,20212.00,2040,2009,1250830,0.544892002,0
1,NY,NMPI,2,2021,20212.00,51,51,31013.2,0.544892002,0
0,NY,NMPI,2,2021,20212.00,1182,740,478074,0.18178634,0
0,NY,NMPI,2,2021,20212.00,63,30,25432.6,0.18178634,0
1,NY,NMPI,2,2021,20212.00,31.5,17,12752,0.18178634,0
1,NY,NMPI,2,2021,20212.00,0,0,0,0.18178634,0
0,NY,NMPI,2,2021,20212.00,1158.01,741,468731,0.18178634,0
1,NY,NMPI,2,2021,20212.00,49.5,29,19980.6,0.18178634,0
0,NY,NMPI,2,2021,20212.00,14,14,8512.46,0.273321658,1
0,NY,NMPI,2,2021,20212.00,2075,1979,1248760,0.273321658,1
1,NY,NMPI,2,2021,20212.00,93,85,56653.4,0.273321658,1
0,NY,NMPI,2,2021,20212.00,256,248,155396,0.273321658,1
0,NY,NMPI,2,2021,20212.00,0,0,0,0.273321658,1
1,NY,NMPI,2,2021,20212.00,17,15,10293.8,0.273321658,1
1,OH,SSDC,2,2021,20212.00,40,40,24957.8,0.499940455,1
0,OH,SSDC,2,2021,20212.00,2333,2271,1445170,0.499940455,1
1,OH,SSDC,2,2021,20212.00,42,42,23579.3,0.499940455,1
0,OH,SSDC,2,2021,20212.00,1923,1845,1191090,0.499940455,1
1,OH,SSDC,2,2021,20212.00,37.5,25,15498.8,0.254852924,1
0,OH,SSDC,2,2021,20212.00,2071.5,1313,850224,0.254852924,1
0,OH,SSDC,2,2021,20212.00,88.5,31,34843.1,0.254852924,1
1,OH,SSDC,2,2021,20212.00,0,0,0,0.254852924,1
0,OH,SSDC,2,2021,20212.00,1239,771,508278,0.254852924,1
1,OH,SSDC,2,2021,20212.00,43,43,26433.1,0.245206621,0
0,OH,SSDC,2,2021,20212.00,0,0,0,0.245206621,0
0,OH,SSDC,2,2021,20212.00,1948,1806,1189230,0.245206621,0
1,OH,SSDC,2,2021,20212.00,0,0,0,0.245206621,0
0,OH,SSDC,2,2021,20212.00,235,210,143404,0.245206621,0
1,OK,SSDC,2,2021,20212.00,20,18,12552.4,0.098802395,0
1,OK,SSDC,2,2021,20212.00,15,15,9426,0.098802395,0
1,OK,SSDC,2,2021,20212.00,49.5,33,20512,0.134730539,0
1,OK,SSDC,2,2021,20212.00,18,12,7485.24,0.134730539,0
1,OK,SSDC,2,2021,20212.00,228,227,140489,0.766467066,0
1,OK,SSDC,2,2021,20212.00,29,29,17869.2,0.766467066,0
0,OR,SSDC,2,2021,20212.00,490,481,306788,0.613023952,0
1,OR,SSDC,2,2021,20212.00,22,22,13793.5,0.613023952,0
0,OR,SSDC,2,2021,20212.00,303,303,187430,0.613023952,0
1,OR,SSDC,2,2021,20212.00,13,13,8159.02,0.613023952,0
0,OR,SSDC,2,2021,20212.00,0,0,0,0.128742515,1
0,OR,SSDC,2,2021,20212.00,154.5,102,64421.1,0.128742515,1
1,OR,SSDC,2,2021,20212.00,0,0,0,0.128742515,1
0,OR,SSDC,2,2021,20212.00,112.5,70,46997.2,0.128742515,1
1,OR,SSDC,2,2021,20212.00,0,0,0,0.128742515,1
1,OR,SSDC,2,2021,20212.00,14,13,8642.91,0.258233533,0
0,OR,SSDC,2,2021,20212.00,304,291,187070,0.258233533,0
0,OR,SSDC,2,2021,20212.00,44,41,26896.4,0.258233533,0
1,OR,SSDC,2,2021,20212.00,0,0,0,0.258233533,0
1,PA,SSDC,2,2021,20212.00,44,40,27100.9,0.269784615,1
0,PA,SSDC,2,2021,20212.00,1250,1218,766487,0.269784615,1
1,PA,SSDC,2,2021,20212.00,27,25,16615.2,0.269784615,1
0,PA,SSDC,2,2021,20212.00,958,909,583921,0.269784615,1
1,PA,SSDC,2,2021,20212.00,0,0,0,0.0464,0
0,PA,SSDC,2,2021,20212.00,301.5,177,123147,0.0464,0
0,PA,SSDC,2,2021,20212.00,0,0,0,0.0464,0
1,PA,SSDC,2,2021,20212.00,0,0,0,0.0464,0
0,PA,SSDC,2,2021,20212.00,333,200,133213,0.0464,0
1,PA,SSDC,2,2021,20212.00,64,58,38760.3,0.683815385,1
0,PA,SSDC,2,2021,20212.00,5321,4921,3227980,0.683815385,1
0,PA,SSDC,2,2021,20212.00,0,0,0,0.683815385,1
1,PA,SSDC,2,2021,20212.00,0,0,0,0.683815385,1
0,PA,SSDC,2,2021,20212.00,622,577,375150,0.683815385,1
0,PA,SSDC,2,2021,20212.00,0,0,0,0.683815385,1
1,RI,NMPI,2,2021,20212.00,0,0,0,0,0
1,RI,NMPI,2,2021,20212.00,0,0,0,0,1
0,SC,NMPI,2,2021,20212.00,333,331,186138,0.554520037,0
1,SC,NMPI,2,2021,20212.00,14,14,8642.48,0.554520037,0
0,SC,NMPI,2,2021,20212.00,236,236,138614,0.554520037,0
1,SC,NMPI,2,2021,20212.00,14,14,8136.49,0.554520037,0
0,SC,NMPI,2,2021,20212.00,105,62,41173,0.138863001,0
0,SC,NMPI,2,2021,20212.00,0,0,0,0.138863001,0
1,SC,NMPI,2,2021,20212.00,0,0,0,0.138863001,0
1,SC,NMPI,2,2021,20212.00,16.5,11,6849.66,0.138863001,0
0,SC,NMPI,2,2021,20212.00,117,76,43070,0.138863001,0
1,SC,NMPI,2,2021,20212.00,0,0,0,0.306616962,1
0,SC,NMPI,2,2021,20212.00,0,0,0,0.306616962,1
0,SC,NMPI,2,2021,20212.00,273,266,156991,0.306616962,1
0,SC,NMPI,2,2021,20212.00,64,63,34972.9,0.306616962,1
1,SD,SSDC,2,2021,20212.00,39,39,24486.2,0.391025641,0
1,SD,SSDC,2,2021,20212.00,22,22,13479.3,0.391025641,0
1,SD,SSDC,2,2021,20212.00,22.5,15,9347.7,0.096153846,0
1,SD,SSDC,2,2021,20212.00,0,0,0,0.096153846,0
1,SD,SSDC,2,2021,20212.00,84,80,51833,0.512820513,0
1,SD,SSDC,2,2021,20212.00,0,0,0,0.512820513,0
1,TN,Independent,2,2021,20212.00,1156,1156,723121,0.383258818,0
1,TN,Independent,2,2021,20212.00,407,387,254479,0.383258818,0
1,TN,Independent,2,2021,20212.00,30,16,12447.8,0.166418281,1
1,TN,Independent,2,2021,20212.00,645,430,267232,0.166418281,1
1,TN,Independent,2,2021,20212.00,351,224,145349,0.166418281,1
1,TN,Independent,2,2021,20212.00,0,0,0,0.450322901,1
1,TN,Independent,2,2021,20212.00,1625,1581,1000810,0.450322901,1
1,TN,Independent,2,2021,20212.00,245,232,150628,0.450322901,1
1,TN,Independent,2,2021,20212.00,0,0,0,0.450322901,1
1,TX,Independent,2,2021,20212.00,0,0,0,0.494855967,1
0,TX,Independent,2,2021,20212.00,734,700,450689,0.494855967,1
1,TX,Independent,2,2021,20212.00,0,0,0,0.494855967,1
0,TX,Independent,2,2021,20212.00,291,262,179519,0.494855967,1
1,TX,Independent,2,2021,20212.00,0,0,0,0.083333333,0
0,TX,Independent,2,2021,20212.00,105,62,42851,0.083333333,0
1,TX,Independent,2,2021,20212.00,0,0,0,0.083333333,0
0,TX,Independent,2,2021,20212.00,159,100,64908.9,0.083333333,0
0,TX,Independent,2,2021,20212.00,748,702,451499,0.4218107,1
1,TX,Independent,2,2021,20212.00,0,0,0,0.4218107,1
0,TX,Independent,2,2021,20212.00,132,118,79733.6,0.4218107,1
1,TX,Independent,2,2021,20212.00,0,0,0,0.4218107,1
0,UT,SSDC,2,2021,20212.00,82,82,52973.6,0.231111111,0
1,UT,SSDC,2,2021,20212.00,38,38,23666.5,0.231111111,0
0,UT,SSDC,2,2021,20212.00,36,36,27511.9,0.231111111,0
1,UT,SSDC,2,2021,20212.00,0,0,0,0.231111111,0
0,UT,SSDC,2,2021,20212.00,163.5,109,72390.8,0.583703704,1
1,UT,SSDC,2,2021,20212.00,0,0,0,0.583703704,1
0,UT,SSDC,2,2021,20212.00,391.5,257,178928,0.583703704,1
1,UT,SSDC,2,2021,20212.00,42,28,17391.9,0.583703704,1
0,UT,SSDC,2,2021,20212.00,110,105,89367.8,0.185185185,0
1,UT,SSDC,2,2021,20212.00,0,0,0,0.185185185,0
0,UT,SSDC,2,2021,20212.00,20,20,24829.5,0.185185185,0
0,VA,NMPI,2,2021,20212.00,617,570,380897,0.247076767,0
0,VA,NMPI,2,2021,20212.00,434,402,267959,0.247076767,0
0,VA,NMPI,2,2021,20212.00,0,0,0,0.064819522,0
0,VA,NMPI,2,2021,20212.00,204,128,84253.2,0.064819522,0
1,VA,NMPI,2,2021,20212.00,0,0,0,0.064819522,0
0,VA,NMPI,2,2021,20212.00,231,127,94266.2,0.064819522,0
0,VA,NMPI,2,2021,20212.00,2586,2323,1577330,0.688103711,1
0,VA,NMPI,2,2021,20212.00,0,0,0,0.688103711,1
1,VA,NMPI,2,2021,20212.00,0,0,0,0.688103711,1
0,VA,NMPI,2,2021,20212.00,446,384,274074,0.688103711,1
0,VA,NMPI,2,2021,20212.00,0,0,0,0.688103711,1
1,VT,SSDC,2,2021,20212.00,136,135,82298,0.294964029,0
1,VT,SSDC,2,2021,20212.00,29,29,18128.5,0.294964029,0
1,VT,SSDC,2,2021,20212.00,0,0,0,0.161870504,1
1,VT,SSDC,2,2021,20212.00,138,90,54708,0.161870504,1
1,VT,SSDC,2,2021,20212.00,0,0,0,0.161870504,1
1,VT,SSDC,2,2021,20212.00,299,274,181046,0.543165468,1
1,VT,SSDC,2,2021,20212.00,32,28,19684,0.543165468,1
0,WA,TOP$,2,2021,20212.00,0,0,0,1,1
0,WA,TOP$,2,2021,20212.00,2087,1916,1237260,1,1
1,WA,TOP$,2,2021,20212.00,19,18,11642.4,1,1
1,WI,TOP$,2,2021,20212.00,159,153,100154,0.057990743,0
1,WI,TOP$,2,2021,20212.00,67,60,42005.2,0.057990743,0
1,WI,TOP$,2,2021,20212.00,711,428,297198,0.178872856,1
1,WI,TOP$,2,2021,20212.00,57,16,23905,0.178872856,1
1,WI,TOP$,2,2021,20212.00,366,213,151981,0.178872856,1
1,WI,TOP$,2,2021,20212.00,3009,2600,1868330,0.763136401,1
1,WI,TOP$,2,2021,20212.00,0,0,0,0.763136401,1
1,WI,TOP$,2,2021,20212.00,234,203,144688,0.763136401,1
1,WV,SSDC,2,2021,20212.00,188,188,117496,0.478453039,1
1,WV,SSDC,2,2021,20212.00,250,245,156056,0.478453039,1
1,WV,SSDC,2,2021,20212.00,190.5,127,78346.8,0.194475138,1
1,WV,SSDC,2,2021,20212.00,73.5,49,30439.2,0.194475138,1
1,WV,SSDC,2,2021,20212.00,277,273,169948,0.327071823,0
1,WV,SSDC,2,2021,20212.00,23,23,14020.4,0.327071823,0
1,WY,SSDC,2,2021,20212.00,38,38,23739.9,0.529411765,1
1,WY,SSDC,2,2021,20212.00,25,25,15610.7,0.529411765,1
1,WY,SSDC,2,2021,20212.00,0,0,0,0.100840336,1
1,WY,SSDC,2,2021,20212.00,21,12,8657.03,0.100840336,1
1,WY,SSDC,2,2021,20212.00,47,44,28817.7,0.369747899,1
1,WY,SSDC,2,2021,20212.00,0,0,0,0.369747899,1
1,AK,NMPI,3,2021,20213.00,181,175,111197,0.74005305,1
1,AK,NMPI,3,2021,20213.00,113,104,67724.9,0.74005305,1
1,AK,NMPI,3,2021,20213.00,45,29,18586.8,0.204244032,0
1,AK,NMPI,3,2021,20213.00,75,48,31059.6,0.204244032,0
1,AK,NMPI,3,2021,20213.00,22,21,13560.8,0.055702918,1
1,AK,NMPI,3,2021,20213.00,0,0,0,0.055702918,1
1,AL,Independent,3,2021,20213.00,607,607,385278,0.693811075,1
1,AL,Independent,3,2021,20213.00,245,245,156505,0.693811075,1
1,AL,Independent,3,2021,20213.00,147,98,61636.1,0.115635179,1
1,AL,Independent,3,2021,20213.00,69,44,30084.8,0.115635179,1
1,AL,Independent,3,2021,20213.00,0,0,0,0.190553746,0
1,AL,Independent,3,2021,20213.00,238,234,149129,0.190553746,0
1,AL,Independent,3,2021,20213.00,0,0,0,0.190553746,0
1,AR,NMPI,3,2021,20213.00,35,35,21817.2,0.116009281,0
0,AR,NMPI,3,2021,20213.00,15,15,9551.72,0.116009281,0
1,AR,NMPI,3,2021,20213.00,0,0,0,0.116009281,0
0,AR,NMPI,3,2021,20213.00,0,0,0,0.116009281,0
1,AR,NMPI,3,2021,20213.00,0,0,0,0,0
0,AR,NMPI,3,2021,20213.00,0,0,0,0,0
1,AR,NMPI,3,2021,20213.00,0,0,0,0,0
0,AR,NMPI,3,2021,20213.00,0,0,0,0,0
1,AR,NMPI,3,2021,20213.00,255,243,156635,0.883990719,1
0,AR,NMPI,3,2021,20213.00,98,92,61531.9,0.883990719,1
1,AR,NMPI,3,2021,20213.00,35,35,21542.8,0.883990719,1
0,AR,NMPI,3,2021,20213.00,11,11,6891.79,0.883990719,1
1,AZ,Independent,3,2021,20213.00,0,0,0,0.179993419,0
0,AZ,Independent,3,2021,20213.00,406,397,252105,0.179993419,0
1,AZ,Independent,3,2021,20213.00,0,0,0,0.179993419,0
0,AZ,Independent,3,2021,20213.00,157,150,97330.2,0.179993419,0
1,AZ,Independent,3,2021,20213.00,0,0,0,0.365909839,1
1,AZ,Independent,3,2021,20213.00,0,0,0,0.365909839,1
0,AZ,Independent,3,2021,20213.00,111,54,44960.2,0.365909839,1
0,AZ,Independent,3,2021,20213.00,1128,740,464449,0.365909839,1
1,AZ,Independent,3,2021,20213.00,0,0,0,0.365909839,1
0,AZ,Independent,3,2021,20213.00,486,318,199401,0.365909839,1
1,AZ,Independent,3,2021,20213.00,26,22,13994.6,0.454096742,1
0,AZ,Independent,3,2021,20213.00,1229,1158,751285,0.454096742,1
0,AZ,Independent,3,2021,20213.00,208,200,126324,0.454096742,1
0,AZ,Independent,3,2021,20213.00,0,0,0,0.454096742,1
1,CA,Independent,3,2021,20213.00,453,442,287313,0.38071066,0
0,CA,Independent,3,2021,20213.00,1155,1126,708207,0.38071066,0
0,CA,Independent,3,2021,20213.00,863,831,532044,0.38071066,0
1,CA,Independent,3,2021,20213.00,236,226,143334,0.38071066,0
1,CA,Independent,3,2021,20213.00,42,16,14587.2,0.28484409,0
1,CA,Independent,3,2021,20213.00,522,318,171523,0.28484409,0
0,CA,Independent,3,2021,20213.00,1433.5,937,343480,0.28484409,0
0,CA,Independent,3,2021,20213.00,69,32,17951,0.28484409,0
1,CA,Independent,3,2021,20213.00,474,241,200390,0.28484409,0
0,CA,Independent,3,2021,20213.00,691.51,420,269100,0.28484409,0
1,CA,Independent,3,2021,20213.00,705,617,422186,0.33444525,0
0,CA,Independent,3,2021,20213.00,0,0,0,0.33444525,0
0,CA,Independent,3,2021,20213.00,1470,1392,789808,0.33444525,0
1,CA,Independent,3,2021,20213.00,137,132,83680.9,0.33444525,0
0,CA,Independent,3,2021,20213.00,176,165,105679,0.33444525,0
0,CO,Independent,3,2021,20213.00,43,41,26985,0.310423453,1
1,CO,Independent,3,2021,20213.00,677,576,422110,0.310423453,1
0,CO,Independent,3,2021,20213.00,28,28,17536.3,0.310423453,1
1,CO,Independent,3,2021,20213.00,394,308,245547,0.310423453,1
0,CO,Independent,3,2021,20213.00,24,12,9923.31,0.06286645,0
1,CO,Independent,3,2021,20213.00,0,0,0,0.06286645,0
1,CO,Independent,3,2021,20213.00,117,62,46255.7,0.06286645,0
0,CO,Independent,3,2021,20213.00,55.5,35,23010.4,0.06286645,0
1,CO,Independent,3,2021,20213.00,162,84,64847.9,0.06286645,0
1,CO,Independent,3,2021,20213.00,1789,1440,1100020,0.626710098,1
0,CO,Independent,3,2021,20213.00,251,249,155023,0.626710098,1
0,CO,Independent,3,2021,20213.00,0,0,0,0.626710098,1
1,CO,Independent,3,2021,20213.00,273,235,168328,0.626710098,1
1,CT,TOP$,3,2021,20213.00,581,548,364356,0.232716385,0
1,CT,TOP$,3,2021,20213.00,358,307,224043,0.232716385,0
1,CT,TOP$,3,2021,20213.00,445.5,263,184707,0.12547632,1
1,CT,TOP$,3,2021,20213.00,91.5,21,38839,0.12547632,1
1,CT,TOP$,3,2021,20213.00,322.5,177,133506,0.12547632,1
1,CT,TOP$,3,2021,20213.00,2342,2085,1442680,0.641807295,1
